Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename:  ctjaic02.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table #.  1  2002 Census of Tribal justice Agencies in Indian Country Data File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"series title:  Census of Tribal justice Agencies in Indian Country, 2002, NCJ 205332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data source:  Census of Tribal justice Agencies in Indian Country (CTJAIC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
authors:  Steven W. Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refer questions to:  askbjs@usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date of version:  8/17/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


Table #.  1  2002 Census of Tribal justice Agencies in Indian Country Data File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Note:  questionnaire item numbers are listed above the response for identification on the questionnaire.  The questionnaire may be obtained at <http://www.ojp.usdoj.gov/bjs/pub/pdf/ctja02.pdf>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


,,Tribal justice Census participant,Does your tribe have a law enforcement agency employing sworn tribal personnel with general arrest powers?,Does your tribal law enforcement agency operate through a PL 93-638 or self governance contract?,With which of the following does your tribal law enforcement agency have cross deputization agreements?,,,,,Are your tribal law enforcement officers recognized by the state and have state peace officer authority?,Do your tribal law enforcement officers have arrest authority over tribal members off the reservation?,Do your tribal law enforcement officers have arrest authority over non-Indians on the reservation?,Which of the following provide law enforcement services for your tribe?,,,,,,,,,,,,Who performs the Uniform Officers functions in your tribe?,,,,,,,Who performs the Criminal Investigation functions in your tribe?,,,,,,,Who performs the Detention functions in your tribe?,,,,,,,"For juvenile offenses committed on your tribal land, to which justice authorities may cases be referred?",,,,For which types of land are tribal law enforcement services provided?,,,,,,Is the land base contiguous?,"How many CRIMINAL cases during the last
calendar year were referred to the U.S.
Michigan,Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,Yes,Yes,No,No,No,No,No,No,No,No,. . .,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,. . .,No,. . .,. . .,No,No,No,No,. . .,. . .,No,No,No,. . .,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,Yes,Yes,No,No,No,No,No,No,. . .
Michigan,Pokagon Band of Potawatomi Indians (previously listed as the Pokagon Band of Potawatomi Indians of Michigan),Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,. . .,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,. . .,No,0,No,Yes,Yes,No,No,. . .,Yes,Yes,Yes,No,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,. . .,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,Yes,No,Yes,Yes,No,. . .,No,Yes,Yes,No,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,5,No,Yes,No,. . .,Yes,Yes,Yes,Yes,No,. . .,No,Yes,Yes,No,No,No,. . .,No,No,Yes,No,. . .,0,2,0,2,0,2,0,2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,. . .
Michigan,Saginaw Chippewa Indian Tribe of Michigan,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,. . .,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,. . .,Yes,. . .,. . .,Yes,Yes,Yes,No,. . .,Yes,Yes,No,No,Yes,Yes,2,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,No,Yes,No,No,. . .,Yes,Yes,0,0,Yes,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,No,Yes,No,No,No,. . .,No,No,Yes,No,2,3,1,0,1,0,2,0,0,0,1,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,No,. . .,No,No,No,No,Yes,Negotiated with the county,Yes,Yes,No,No,Yes,No,. . .,No,Yes,No,No,. . .,609,2,500,2,1655,2,1500,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,. . .
Michigan,Sault Ste. Marie Tribe of Chippewa Indians of Michigan,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,. . .,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,. . .,No,0,No,Yes,Yes,No,Yes,Prosecutor,Yes,No,No,Yes,No,Yes,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,. . .,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,Yes,Yes,Yes,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,Yes,Yes,Yes,Yes,No,. . .,No,No,Yes,No,1,0,1,0,1,1,2,0,0,0,0,8,14,0,3,0,0,0,0,0,0,0,1,0,0,4,No,Yes,No,. . .,No,No,No,No,Yes,5 years,Yes,Yes,Yes,No,No,No,. . .,Yes,No,No,No,. . .,112,2,0,2,425,2,89,2,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,. . .
Michigan,Scotts Valley Band of Pomo Indians,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,No,Yes,No,No,No,No,No,No,No,No,. . .,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,. . .,Yes,0,No,No,No,No,Yes,The individual Native American on his own behalf,No,No,No,Yes,No,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,Yes,Yes,No,No,No,No,No,Yes,. . .
Minnesota,Lower Sioux Indian Community in the State of Minnesota (previously listed as the Lower Sioux Indian Community of Minnesota Mdewakanton Sioux Indians of the Lower Sioux Reserva,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,. . .,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,. . .,Yes,0,No,Yes,No,No,Yes,County Attorney's office,No,Yes,Yes,No,No,Yes,3,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,. . .,. . .,No,Yes,No,No,No,No,Yes,No,No,No,. . .,No,No,No,No,No,No,Yes,Regulatory civil law,0,0,0,0,0,0,Yes,No,No,No,No,No,Yes,No,No,No,. . .,No,No,No,No,No,Yes,No,No,No,. . .,No,No,No,No,No,No,No,Yes,No criminal jurisdiction,No,No,Yes,No,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,No,. . .,No,No,No,No,Yes,Employment- permanent contract,No,Yes,No,No,No,Yes,No criminal jurisdiction,No,No,Yes,No,. . .,0,2,0,2,0,2,0,2,No,No,No,No,Yes,No,No,No,No,No,No,Yes,. . .
Minnesota,Minnesota Chippewa Tribe,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,Yes,No,No,No,No,No,No,No,No,No,No,. . .,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,. . .,No,10,Yes,No,Yes,Yes,No,. . .,No,No,No,Yes,Yes,Yes,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,. . .,Yes,Yes,No,Yes,Yes,No,No,. . .,Yes,Yes,0,Yes,Yes,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,Yes,No,No,Yes,No,. . .,No,No,Yes,No,1,3,0,0,1,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,No,. . .,No,No,No,No,Yes,Indefinite/contractual,No,Yes,Yes,Yes,No,No,. . .,No,No,Yes,No,. . .,350,1,0,2,50,1,5,1,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,. . .
Minnesota,Minnesota Chippewa Tribe - Bois Forte Band of Chippewa,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,Yes,No,No,No,No,No,No,No,No,No,No,. . .,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,. . .,No,10,Yes,No,Yes,Yes,No,. . .,No,No,No,Yes,Yes,Yes,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,. . .,Yes,Yes,No,Yes,Yes,No,No,. . .,Yes,Yes,0,Yes,Yes,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,Yes,No,No,Yes,No,. . .,No,No,Yes,No,1,0,0,0,1,1,1,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,3,No,Yes,No,. . .,No,No,No,No,Yes,Unknown,No,Yes,Yes,Yes,No,No,. . .,No,No,Yes,No,. . .,350,1,0,2,50,1,5,1,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,. . .
Minnesota,Minnesota Chippewa Tribe - Fond du Lac Reservation,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,. . .,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,. . .,Yes,0,No,Yes,No,No,No,. . .,Yes,Yes,Yes,No,No,Yes,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,. . .,. . .,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,"Environmental, contract, curfew, solid waste",Yes,No,No,No,No,No,No,. . .,Yes,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,. . .,Yes,No,No,No,No,No,No,No,No,. . .,No,No,Yes,No,No,No,No,No,. . .,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,No,Yes,No,. . .,Yes,No,No,No,No,. . .,No,Yes,No,No,No,Yes,All,Yes,No,No,No,. . .,50,1,0,2,20,1,0,2,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,. . .
Minnesota,Minnesota Chippewa Tribe - Grand Portage Reservation,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,. . .,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,. . .,Yes,0,No,No,No,Yes,No,. . .,No,Yes,Yes,No,No,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,Yes,Yes,Yes,No,No,No,No,. . .,. . .,No,Yes,No,No,No,No,No,No,Yes,No,. . .,No,No,No,Yes,Yes,No,No,. . .,0,0,0,Yes,Yes,0,0,Yes,No,No,No,No,No,No,No,No,. . .,Yes,No,No,No,No,No,No,No,No,. . .,No,No,No,Yes,Yes,No,No,No,. . .,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,1,0,10,No,Yes,No,. . .,No,No,No,No,Yes,Contract,No,Yes,No,No,No,Yes,No criminal cases,No,No,No,Yes,. . .,0,2,0,2,0,2,0,2,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,. . .
Minnesota,Minnesota Chippewa Tribe - Leech Lake Band of Ojibwe,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,. . .,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,. . .,Yes,. . .,. . .,No,No,No,No,. . .,No,No,No,Yes,No,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,Yes,Yes,Yes,No,Yes,No,No,. . .,. . .,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,. . .,Yes,No,No,Yes,No,Yes,No,. . .,Yes,0,0,Yes,0,Yes,0,No,No,No,No,No,Yes,Yes,No,No,. . .,No,No,No,No,No,Yes,No,No,No,. . .,. . .,Yes,No,No,No,No,No,Yes,Place curfew,No,No,No,Yes,0,0,1,0,1,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,5,No,Yes,No,. . .,No,Yes,No,No,No,. . .,No,Yes,No,No,No,Yes,Number of cases filed in court per year,Yes,No,No,No,. . .,0,2,0,2,20,1,0,2,No,No,No,No,No,No,No,No,No,No,No,Yes,. . .
Minnesota,Minnesota Chippewa Tribe - Mille Lacs Band of Ojibwe,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,. . .,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,"Per agreement with No counties, tribal owned fee land outside reservation",No,0,No,Yes,No,No,No,. . .,Yes,Yes,Yes,No,Yes,Yes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,. . .,. . .,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,. . .,Yes,No,No,No,Yes,No,No,. . .,Yes,0,0,0,Yes,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,. . .,No,Yes,Yes,Yes,Yes,No,No,Yes,No,. . .,No,No,No,Yes,Yes,No,No,No,. . .,Yes,No,Yes,No,1,0,1,0,3,6,0,0,0,1,1,8,15,0,3,0,5,0,0,0,0,6,0,0,0,14,No,Yes,No,. . .,No,No,No,No,Yes,6 yrs,Yes,Yes,No,Yes,Yes,No,. . .,No,No,Yes,No,. . .,710,1,0,2,600,1,0,2,No,No,No,No,No,No,No,No,Yes,No,No,No,. . .
Minnesota,Minnesota Chippewa Tribe - White Earth Reservation,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,. . .,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,. . .,No,0,No,No,No,Yes,Yes,County district court,No,No,No,Yes,No,Yes,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,. . .,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,. . .,Yes,Yes,Yes,Yes,Yes,Yes,No,. . .,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,Yes,Yes,Yes,No,No,No,. . .,No,No,No,Yes,Yes,Yes,No,No,No,. . .,No,No,No,Yes,Yes,No,No,Yes,Peacemaking circle,No,No,Yes,No,9,3,1,0,1,0,0,0,1,0,1,1,17,1,0,0,0,0,1,0,0,0,0,1,1,4,No,Yes,No,. . .,No,No,No,No,Yes,. . .,No,Yes,No,No,Yes,No,. . .,Yes,No,No,No,. . .,. . .,9,. . .,9,498,2,10,2,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,. . .
Minnesota,Prairie Island Indian Community of Minnesota,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,No,Yes,No,No,No,No,No,No,No,No,. . .,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,None,No,0,No,No,No,No,Yes,Do not have criminal cases,No,No,No,Yes,No,Yes,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,. . .,. . .,No,No,No,No,Yes,No,Yes,No,No,Yes,Childrens' cases,Yes,No,No,No,Yes,No,No,. . .,Yes,0,0,0,Yes,0,0,No,No,Yes,No,No,No,No,No,No,. . .,No,No,Yes,No,Yes,No,No,No,No,. . .,No,No,No,Yes,No,No,No,No,. . .,No,No,Yes,No,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,No,No,No,. . .,No,No,No,No,Yes,Month to month contract,Yes,Yes,No,No,No,Yes,By cases heard,Yes,No,No,No,. . .,0,2,0,2,15,1,1,1,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,. . .
Minnesota,"Red Lake Band of Chippewa Indians, Minnesota (previously known as the Red Lake Band of Chippewa Indians of the Red Lake Reservation, Minnesota)",Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,. . .,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,. . .,Yes,122,No,No,No,Yes,No,. . .,No,No,No,Yes,No,Yes,2,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,. . .,. . .,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,. . .,Yes,Yes,Yes,No,Yes,No,Yes,Civil,Yes,Yes,Yes,0,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,. . .,Yes,Yes,No,No,Yes,No,No,No,. . .,Yes,No,No,No,4,4,0,0,3,1,2,0,0,1,0,6,21,0,0,0,0,0,2,1,0,0,1,0,0,4,No,Yes,No,. . .,No,No,No,Yes,No,. . .,Yes,Yes,No,Yes,No,No,. . .,No,No,Yes,No,. . .,2996,2,0,2,582,1,0,2,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,. . .
Minnesota,Shakopee Mdewakanton Sioux Community of Minnesota,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,No,No,Yes,No,No,No,Yes,No,No,No,No,. . .,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,. . .,No,0,No,No,No,No,Yes,County,No,No,Yes,No,Yes,No,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,. . .,Yes,Yes,No,No,No,No,No,. . .,. . .,No,No,No,Yes,No,No,Yes,No,No,No,. . .,No,No,No,No,No,No,Yes,County,0,0,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,No,No,. . .,No,No,Yes,Yes,No,No,No,No,No,. . .,No,No,No,Yes,No,No,No,No,. . .,No,No,Yes,No,2,0,0,0,1,1,0,0,0,1,2,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1,Yes,No,No,. . .,No,No,No,No,Yes,Life,Yes,Yes,No,No,No,Yes,. . .,No,No,Yes,No,. . .,0,2,0,2,25,1,5,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,. . .
